IDOcorrencia,IDLocal
17136498202,3903
17175608912,3903
17136498202,3740
17176294055,4432
17245632940,857
17135693664,1652
17070588827,836
17145886231,3717
17067029685,3516
17070588827,1250
17067029685,1250
17176294055,4040
17146224153,995
17146224153,1250
17298896414,4592
17184482952,4626
17189437530,60
17215668352,4055
17212578429,462
17200715794,1169
17304694845,3645
17212578429,857
17401384067,3699
17208351273,208
17940192154,3792
17940192154,3921
17210768183,1349
18090286112,2743
17271689002,2473
17290969761,1958
17219753101,4501
17219753101,3270
17309036294,1540
17389548711,4003
18850034195,1936
17311727978,2066
17361409413,1870
17648909827,2763
17397381710,4027
17458030136,2434
17552968759,112
17552968759,3851
17534281329,1372
17634478357,4486
17894588578,4135
17842586167,2230
17842586167,4116
17609473624,2413
18710340714,567
17739569257,1304
18710340714,828
17720643701,4405
17739569257,609
18710340714,725
17944474806,2373
18076698451,1876
17802375026,1729
17967812749,1991
18076698451,1916
17929554777,1854
18034263146,2061
18034263146,1386
18019976026,4696
18024659378,4195
18058698346,4839
18048807239,1206
18082992678,1702
18045421096,492
18089687404,288
18045421096,1161
18048814604,3080
18727322761,4805
18192269651,4588
18090688629,2087
18049555830,1784
18072933696,995
19090245895,2090
19071289712,2090
19069429856,4730
19282477186,515
19130684219,3725
19166747316,1241
19175761740,1748
19183329539,3999
19089164575,3197
19699931925,4830
19319971723,4475
19166764559,2497
19195377984,1730
19239065936,4001
19077259045,3512
19370419324,3351
19133223290,2895
19337143056,1769
19239542529,2788
19274251039,2240
19393042223,83
19268735565,83
19708154495,690
20014929265,2875
19807452257,4830
19703807839,4830
19325886325,2929
19331944330,1169
19345041692,2900
19378132290,4715
19328135739,4233
19383459696,725
19383459696,1918
19370419570,523
19770323755,2656
19424636501,1462
19959573359,1955
20278094225,1955
19433480071,1955
19795008850,3583
19386947895,5236
19770313027,3488
19789106309,2580
19654203192,4247
19770313027,1786
19654203192,4246
19897471260,4466
19512524855,2377
19512524855,2208
19544206972,4211
19534505117,1428
19534505117,2120
20214974824,2059
20218071438,3408
19696988841,531
19534505117,2186
19776436271,3592
19758138268,874
19768857608,874
19926436947,4847
19776438148,712
19616117145,3197
19745948426,3300
19936120962,2889
19706624938,3803
19744553653,1905
19810000461,1905
19796057090,2253
19805981877,3271
20379728050,2730
19937973171,2363
20063602612,2468
20284310327,5238
19795577676,4301
19792595618,2249
20080407206,3607
19798868047,4419
20079362088,2455
20276113051,1587
19794392372,4947
19819895815,4947
19802891110,663
23540988178,1342
19959879301,4847
20088615089,3914
20412738914,4739
20279885413,415
20086801994,2893
20218068312,4712
20118566269,489
20388468392,5377
20075597568,5377
20081759875,725
20002238264,5236
20084065569,2359
20169298343,1858
20169298343,1856
20157616766,5030
20252719905,1026
20215096906,4472
20965734174,3954
20981664079,981
20940925770,5112
21031931160,4739
21036920225,2310
21038558875,2460
21148014350,5441
20998869053,3921
21151569468,2093
21114606369,3996
21061674871,3223
21061674871,3289
21143532580,2706
24172009239,92
21168611682,5025
21168611682,1523
21147712046,449
21146000652,2912
21414807217,4932
21173730432,4809
21173730432,725
21284785684,3370
21184973569,4821
21203128400,4998
21284785684,5302
21184400164,5447
21284785684,3983
21203175568,5448
21195777712,1762
21195777712,981
21202201951,501
21195777712,2502
21267627594,4428
24172132518,813
24172132518,5398
21430239756,4629
24172132518,5184
21199669127,1241
21203135744,1241
21195032740,4419
24172132518,335
21179409278,4097
21216073589,3300
21178963764,4847
21189487409,961
21343889535,4589
21303417704,3197
21390112391,4712
21460176135,2772
21766613104,741
21425173592,2000
21519494251,519
21334126609,5348
21311075428,4592
21515300270,3621
21479122585,5099
21630847280,723
21469055507,4566
21382397090,5617
21618464688,3973
21436304192,3765
21843769860,1089
21843769860,569
21482012588,2710
21645505111,4493
21466045294,5522
21474956556,2411
21466045294,1075
21489607520,3814
21484310165,4739
21620182929,4110
21484310165,558
21671939614,4995
21491923992,4822
21617693865,4001
21519345956,5125
24172007743,1999
21525170719,5669
21566795941,5326
22944713833,3607
21619545430,22
21693239070,5603
25939223170,4469
21667283371,2246
21662445449,2246
21596243514,1342
22357002115,5348
21848873217,5348
21766613871,4374
21766614049,2995
21766613687,2995
21766613871,2995
21604836355,4592
21672578413,2514
21827856508,3392
21711316766,3392
21828007000,960
21846668120,3432
21598140572,5672
21789157488,3697
22310931509,3604
22488027055,5033
22308789011,1062
22305762996,1345
22308789011,394
22502115634,4039
22380409004,661
22371571830,461
22305770660,693
22326197606,2012
22380409004,2657
22390238517,2161
22380399986,4932
22373477150,1349
22329103199,2973
22364128804,5986
22403167582,47
22328030573,1216
22328030573,906
22212707880,2401
22212707880,2753
22205987243,564
22380345684,5238
22405378383,3345
22390396076,4874
22392421297,5651
22496675342,5651
22486940813,2510
22472778343,5465
22476238729,1732
22465776211,1055
22479891809,5030
22480201643,5030
23403249772,4984
22882205796,3271
22477475884,5473
22491565628,4039
22523685267,4785
22469785955,1579
22479448207,1916
22766350898,866
22772319632,3071
22699826978,3807
22494076782,5470
22789789230,4099
22476899134,4344
22523832200,514
23170840663,3640
22469519437,2359
22490310465,5360
23128871172,5916
23318137011,5628
22462076680,5817
22469631149,4179
22469519437,3604
22469519437,2667
36311882539,6403
22469991017,5641
22586735890,3933
22474124833,1905
22796907671,957
23129338929,3998
22475698741,2992
36300163647,960
36300163647,1065
36302641251,883
36300163647,1622
36300163647,1069
22802915768,4851
22745844556,3488
23108732006,4591
22745844556,2999
22707747864,5793
22781752363,3803
22939282825,689
22701633551,42
22702160549,4066
22813271083,4333
22954103063,1312
22946092630,4874
22905651032,2896
22944556683,2266
22934823801,5331
23006050686,384
23424587304,876
22934823801,2048
23424587304,3867
23006050686,2109
23110659883,4114
23110659883,1748
23540994742,1869
23125007649,3182
23049345209,3607
23272426658,2837
23128252046,827
23170530862,1854
23125938490,6155
23287528973,3288
23181805437,2023
23287063721,4303
24085790562,2976
24093813287,860
24425626035,1991
24455013660,5852
24140370978,1905
24276671606,6322
24368543319,4001
24201213086,4099
24450494637,1331
24450494637,5474
24249828469,419
24906425904,4568
24504247152,5726
24332496798,6101
24504247152,5842
24529570828,1888
24504247152,6348
27191207561,4038
29533316279,901
24945691428,901
25574297097,437
25574297097,83
24945691428,2982
29537736847,741
24614601387,3141
24451663707,3289
24461016066,981
24451884713,1905
24591554107,5075
24611363423,3717
24773330486,5460
24684457079,1769
24648964504,4238
24767141429,5669
24676804397,2207
24648285577,5794
24687265859,1576
24842051118,4003
24688433747,1461
24840150790,429
27180786064,5858
25120741018,528
27176336047,6360
25164351771,4789
25304175523,6132
24678255389,6059
24701850025,3182
24815063664,5005
24986745674,4394
23350230848,4473
24794685802,6143
25236826023,3860
24839228781,6290
25144499796,1170
24832244349,2271
24826748809,2999
24837842835,4263
24853593680,5086
24844198789,52
24825026892,2617
24958154404,3230
24958154404,2339
24824411706,4704
25145857199,187
25343558823,4730
25152218255,5786
24958154404,2466
24828624759,103
24828624759,309
27192289419,5975
27192289419,917
24913207714,653
27175037620,6062
27175037620,1503
25118412317,4985
25109246242,4985
25144354399,4985
25163094286,5001
25005503859,5037
25344483990,3854
25130816604,3213
25155952942,3213
25145858177,3213
25005503859,5516
25005503859,5880
25155953164,6342
25155952942,6342
25344483990,4936
25005503859,351
25005503859,1242
27197444449,1682
25145859449,1721
27197444449,1686
25055087625,1686
25005503859,536
25257139836,2932
25257139723,2681
25257112497,5727
25155852725,1152
25111879056,1038
25694744584,2904
25693287957,4549
25697020231,5758
25728951666,6560
25701034873,3833
25728951666,2271
25574083858,4474
25840996649,2456
25697574771,2562
25716406062,2600
26018764143,1250
25691169168,4284
25749721135,5413
25947090257,1714
25696395685,5448
25913886642,5141
25913886642,1523
25913886642,465
25689440278,5987
25711682327,5987
25788777242,4606
25807956742,4422
25939170742,1941
25939170742,4679
25743772213,2230
25799341908,4003
25782075313,6063
25925546666,6014
25806402413,1546
25925546666,4321
25813902477,4238
25783535269,2310
26169962672,2133
25764623491,4107
25886466402,6610
25969046334,5571
25882221576,4640
25913847214,1299
25970386196,4640
25895446351,3208
24847123490,5245
25907432276,2136
25935029031,3089
26008148380,6346
25902366251,1630
25961054252,820
25935029031,3087
25966407472,1716
26277616950,5448
25974170189,6099
26019455408,428
25981296992,6203
25981296992,1106
26019455408,385
25978862643,5419
26013194499,4015
26008928661,4836
25929871661,5445
26086003055,6526
26025866597,3740
26019458584,3740
26015443622,6103
26019538989,5868
26017685603,6292
26043276336,4606
26141844528,5792
27177946261,4226
27177946261,4213
26085431313,6521
26008367656,2225
25972588908,3214
27177946261,4211
26101546167,4637
26545786254,2900
26079963005,1864
26089089338,4269
26692347544,5254
26154533783,4722
26182176579,5758
27189979802,5876
26045865645,5254
26182176579,6664
26182176579,3016
36302640456,718
26295451994,2607
36295488904,5876
26221633942,3717
26295451994,5451
26197900063,6664
26197900063,3016
26228271416,4140
26317414801,1941
26261314455,1941
26317414801,5086
26261314455,5086
26318592554,6331
26285296549,1196
26261314455,1841
26317414801,1841
26285296549,1154
27286313137,5949
27738675995,1001
27385890992,1702
27738675995,5820
27315440714,5880
27738675995,2086
27344545865,6865
27315440714,536
33368304721,566
27362231579,5084
27293169798,6146
28765521483,813
28669554176,4238
28392363644,5797
27734081370,5797
27301925125,2395
28765521483,886
27335406152,1391
27335406152,3365
27308047270,5972
27598223109,3862
27705760029,901
27278264842,6464
27713692802,2484
27493327653,4422
27513560705,2942
27974012488,1413
29381708975,4779
27614030115,1206
27667407753,3914
27614030115,576
27714821279,4107
27605703294,1760
27730288955,6371
27824168876,6663
27605703294,1622
27739840310,598
27719491852,3488
27739840310,5702
27712606022,1565
27682894922,3343
27717671303,5727
27674392456,4583
27715410231,4583
27987607056,1075
27987607056,1145
28687170141,6532
27739840310,2181
27987607056,2982
28493955628,2280
29035261552,4235
29035261552,945
27914379692,4130
28234208840,6785
27730626408,6676
27761596752,3562
27718307686,4101
27922731420,3520
27913299049,1216
33815369507,4220
33815369507,4219
27724514639,5475
27909734933,3214
28190920790,3191
31465752951,280
31465752951,654
31465752951,725
28227028639,6895
28154661436,2200
28149403968,60
28840944144,4984
28840944144,3728
34741428778,495
29904384886,3200
28383589745,4641
28152496276,6564
28908461090,96
29902217637,5043
28762905092,4251
28369293111,5945
28241216632,6429
28372526419,3695
29902217637,753
28369293578,4477
29063061783,2442
28382796122,1841
28396384434,6718
28518375054,6613
28378919826,6664
28245164711,3197
28441313653,2501
28400920396,2501
28442145407,6610
28394230850,4129
28363890299,3727
28686077580,2971
28476941099,5316
33123021467,6975
28766290828,88
33123021467,3924
29943237901,4678
29525612610,6492
29769265052,6589
29943237901,5299
30085868413,1397
29440368799,1169
29787798098,6372
29787798098,6509
29787798098,1065
29787798098,4220
29787798098,4219
29787798098,4224
29787798098,4215
29787798098,4282
29787798098,3924
29787798098,6663
29787798098,1950
29787798098,1145
29787798098,4200
29787798098,4213
29787798098,4221
29787798098,4283
29787798098,3240
29787798098,725
29787798098,1240
29787798098,1069
29787798098,6155
29600251711,1732
29523430573,2912
34376709688,2912
34376709688,2746
29522505260,3934
29504567655,6803
29616407041,3822
29520421912,6510
29558946320,6479
29620877126,5880
29617471917,2023
30590658947,1618
29947165469,4101
29544301827,7249
29556620294,5228
29618415237,564
29556620294,6761
29556620294,2093
30324264810,3854
29873307421,1089
31324325725,420
29569127608,3382
29628612919,6691
29617494367,6769
29873307421,569
30871462505,6758
35029741395,1468
29664356470,431
29606504874,6656
29609272347,4102
29941225881,1060
36413815923,2090
29765485079,3838
29863905319,1312
29663262812,3920
29671355747,3939
29662856062,3938
29833023336,6515
29687112619,5473
30429694517,6191
29738105620,5324
29666869281,4696
35340113534,3684
29667816846,4606
29857746041,2738
29869898274,1374
29869898274,5517
35010069316,6387
29756049166,1936
29869898274,1036
35010069316,6938
29766258815,5193
29869898274,828
29857746041,3924
29857746041,3916
35010069316,7114
29799458829,7093
29760256910,1987
29825942598,4847
32996632986,88
30971627681,5473
30971627681,5754
29829767232,6433
29946592296,5747
29836621910,1045
29883842445,5196
29866855454,5726
33215484716,4227
29839878008,1531
33215484716,6589
33215484716,7305
29864535221,6335
30876572237,20
31591652477,1539
31100087576,3559
31036597576,4992
31037971724,181
30957642929,2186
31591652477,2181
30961983417,3200
33534232162,7305
31251868726,3640
31591652477,6335
31590860180,741
31442675056,1539
31462050462,1539
30957340467,4293
31913209924,1250
31198306376,3689
31442675056,6335
31462050462,6335
30959056419,60
30959695175,3645
31563730737,3809
31201873547,2066
31301883905,6993
32548281465,78
31198300787,4039
31329953379,68
31128777117,3776
31581663257,386
31722404146,2186
31279378949,5254
31598239652,5348
32019101111,4331
34330121507,2330
31332885258,2271
31341519377,454
31904104259,1241
31341519377,7412
31341519377,1754
31700780660,4954
31323696904,6540
31982669898,7333
31378055545,4956
31982669898,3580
31352729923,512
31336920694,4102
33622251909,5398
33622251909,1523
31806960022,6967
32980112641,5228
31899222570,3182
31450263328,6320
31701509038,1605
31792822052,6294
31654095427,5757
33759976453,5051
32493603874,1250
33726291577,2875
37613480993,2875
31700606568,5456
31690604828,5456
31690604828,7377
31857297431,3691
31857132578,4848
31836650056,5326
37736865050,7093
31992104039,7093
32011998862,6186
31686285102,1626
31686285102,3607
34020282535,1355
31717275276,4365
31717275276,6591
31846910643,1147
31897082244,2776
32031533109,2188
32485346207,2188
31891575979,5852
34273744560,5517
32551088738,1882
32474451508,1882
31910879384,1468
31788095604,2188
32992183703,4208
33569909870,6589
32992183703,4231
32992183703,4222
32992183703,967
32273738260,2987
31882295314,6038
35392142431,4469
32350130258,1292
31974013297,2872
37982153889,3838
32018160257,1299
31942847332,5032
32350130258,3684
32081183097,712
37485237842,3652
32611062807,5385
32350130258,1143
33809596030,3928
38788494451,5254
35686099626,873
36226190890,3935
38512211774,2174
38782607183,3779
34024263083,1948
38772130064,3308
37172898364,420
34004090950,857
38782607183,5044
38772130064,5044
34004090950,5674
34168626853,2075
34149295956,2250
34689944843,6490
34765124434,1609
34765124434,1124
34178246032,4472
34689944843,3928
34765124434,5325
34765124434,3691
34273594383,7203
34404038585,2250
34338950239,2776
34408741503,4177
34725031475,6976
34649875019,4266
34300017228,7369
34725031475,5480
34725031475,7935
34649875019,6613
34389635903,6526
36036041735,2544
34899945742,5678
34394413160,7460
34375450149,3583
34377934106,4116
36287943192,2228
36036041735,7833
35531453774,4689
35317549875,3834
34378252834,1652
34710169897,5763
34992865536,5108
34398831197,6642
34384730981,967
34396503059,2901
35317549875,6348
36872589915,3812
39152951733,1637
35279986449,6348
36292737834,2129
36303891326,6345
36292737834,6345
36303891326,2048
36292737834,1242
36292737834,6642
36303891326,6642
38989084499,471
34700857973,5402
34725415480,1304
36311977764,132
34691925423,4337
36311977764,6836
34734670683,2908
34712866304,7696
35327060002,48
36311977764,3053
39951551614,3487
36311977764,1240
36311977764,5773
39184897174,4813
36317044330,675
35781629202,4275
37181149196,4275
36317044330,1020
35781629202,420
35781629202,4259
37181149196,4259
34710549294,6730
35292733571,3849
37210428186,182
37181149196,2181
35781629202,2181
39288083748,4269
35388670991,1143
35781629202,4255
34960089409,2757
36291946878,7591
36558237347,5331
36558237347,6836
36558237347,2129
35079567940,1878
35396478569,1878
35013993611,6490
35396478569,3516
35014120503,6859
36558237347,2048
35347829890,7935
37162558279,4226
37478962958,6623
37119626337,116
36873826137,1323
37476689960,2452
36365228712,7334
36447239325,5956
36362763958,7696
37322050845,5975
39815470762,5037
39815470762,5516
36912143957,7696
36994070381,1748
37619455898,6663
39815470762,6197
37518006454,1055
37018588054,2964
37157179145,5111
39774766510,1121
36982818482,7831
39774766510,3392
37514446415,878
36984684104,8123
36988998245,7325
37008518746,606
36977201954,606
36969625211,2922
36978612234,4107
37080878130,1161
37087398789,6538
37140602388,6761
36996099160,7306
38510356127,1826
38006387211,2930
37235407231,7728
37167588369,4845
37242544048,2872
37352401209,7602
37168949870,4918
38502786136,4207
37352401209,1256
37147635252,7386
37173161384,6762
37182176145,2388
37165164561,5320
37144063416,5812
37315218049,2151
37414716187,1980
38092599377,5975
37164403756,5619
38092599377,4231
41952499053,2872
37173052282,5398
37651064996,3779
37173052282,1537
41858265149,2486
37322669878,454
37173052282,1261
37163799093,6332
37322669878,6554
37315992125,1331
37984002317,3725
37312411549,3789
37744994076,280
37643833936,1841
37984002317,3491
37848018833,4578
37349282141,7856
42043059120,888
37652000432,2205
37323735436,7968
37349439360,4679
37970485608,3814
37591925600,5130
37591925600,4497
38115192677,932
37933245998,932
37981991540,2019
38115192677,917
38115192677,5878
37763212203,1043
37490914866,2090
37848503593,2387
37750688394,20
39032809486,1703
37754204722,1763
39032809486,5757
39032809486,4374
39032809486,5675
37477585523,7696
39032809486,6099
38502246561,1618
37987989627,7345
39032809486,6261
38503797104,6557
37690411782,3872
38081897532,551
37497566329,7727
39032809486,4730
38502246561,3233
40347202075,1786
38885783067,7571
39460182670,7696
38593017985,2489
38520785938,7541
38593017985,3646
39460182670,8361
38676271235,3628
39460182670,2971
39460182670,3214
39460182670,6433
39017366806,3488
39180737715,1635
38992424989,6132
43288582679,4099
39017366806,4099
39017366806,2999
43288582679,3191
39017366806,3191
40783851186,5841
43288582679,6538
39017366806,6862
43423711909,3928
43181736535,6059
39143808823,3432
38899482197,8256
38982317668,113
43438180617,2080
39824745754,2080
39384435348,6589
39012291857,2888
39824745754,4233
43438180617,4233
39384435348,7997
39384435348,957
39020915810,6222
39931399245,2434
39036919721,2324
39036921923,2324
39080825725,1677
39492780092,2161
39016308483,5423
39492780092,6663
39006005578,8450
39170897499,5758
39138635308,7838
39174176353,3856
39249833843,5975
39249833843,780
40893409347,6371
39203215781,6205
40893409347,5852
40893409347,6305
39138635308,5236
39604526495,6403
39145888929,7728
39333710647,6568
39181963306,1892
39662893411,1892
39172611127,6895
39468610731,8409
39824609620,718
39824609620,7309
39461111391,4001
39824609620,6941
39461111391,1955
39287768475,4899
39824609620,5516
39461111391,7696
39371811214,2461
39171566941,8049
39461111391,1944
39184915212,4932
39461111391,2835
39964936263,2982
39461111391,2971
39461111391,3214
39461111391,6433
39160397353,628
39444422452,7093
39875051298,4941
39170843012,8220
39278616909,7843
39153136699,6951
39223634751,2444
43442512959,1202
39465474633,2294
41607711236,7477
43442512959,6294
39437854522,581
39465474633,2512
44158517268,2162
43442512959,1093
39450237858,4784
39369986403,6053
39485673732,4243
39488160597,811
39540933534,1709
43446558850,2181
39485673732,4236
40291894401,3698
40553040411,3934
40836232704,3924
43986284854,419
40836232704,6554
40483263612,2797
40350611012,8423
43972023046,4493
40500831494,550
40557314923,8223
40495481764,7696
40581644822,7570
38904318842,7377
40503639469,6393
40584843268,2242
40584843268,8318
40726742688,6155
40601243538,5757
40958319475,4140
40918484261,4140
40780750237,2889
40582268699,2585
40565512249,8217
40603728795,693
40925164049,5784
41998767503,3724
41525859664,5478
41998767503,6770
44416994486,4752
44416994486,8524
42365795404,5674
40723459392,6648
42365795404,917
40737263240,5254
40772548143,8250
40675417719,2971
40923936862,7325
41333143842,78
42646019418,3283
43108786269,8270
40998274977,384
40985894040,6663
42646019418,3233
40790344807,3867
42646019418,5236
40770260537,7911
40916780306,4141
42053606816,2076
42053606816,5818
40980561574,2585
41608621209,5478
41056222581,5440
41000044916,6663
41369349217,1923
42053606816,5878
41006163357,4918
44148904540,6938
44392383278,5719
44148904540,8555
40811890960,4647
40997166200,6717
41551433657,1987
41219003704,1531
41229243732,1531
41036960046,1748
41146136627,8344
41265093257,7095
42445264162,917
44232357989,2835
44232357989,1905
44025661732,2300
41005849425,2093
41532503671,628
41227926300,5413
41205167463,6278
41379020136,2687
41379020136,2916
41379020136,4435
41131198278,8543
41133658542,6336
41187322990,7571
41428377864,7412
41199619206,450
41596335623,5563
44240668325,813
41213215502,2011
44040557324,280
44040557324,8049
44040557324,7495
44389574025,883
42381078804,3860
41815859721,2728
41218059837,8600
42383401639,7497
44389574025,882
42566192150,6290
41222410093,6336
41216677266,7256
41527387777,4223
41242104877,2968
42744672005,3432
42402612032,5193
42243433831,7681
42240180290,384
42439507871,4233
42360396333,5223
42604776076,6624
42260012904,6101
42400080510,7460
42389367722,7460
42446631234,7460
42360396333,5291
45140353714,5512
43518337169,6103
45246306688,4586
42454285748,3695
42494338889,8096
42606322846,6655
43517560603,3728
45246306688,1950
42439032606,5471
42379841326,7699
42550232621,145
42658524930,4918
43469939043,6420
44387189332,8697
42550232621,8612
45140507288,2663
43423546976,6294
42589912590,4543
42588619037,7254
42589912590,4535
42580403834,8658
42588619037,7255
45150451848,2263
42837183837,5757
42601526298,7723
42646182280,8386
42597299585,7461
42837183837,2888
42583855242,2968
43155247398,5324
43528781156,6423
43278110606,8652
42602603121,7325
42616121633,7199
43112038059,5331
43112038059,6836
42618014011,4602
42815139221,8270
43330606887,6610
42818842664,5753
42589958480,4464
42719914302,3245
42943683082,7345
42605431409,54
42943683082,827
43140374194,2304
42704449544,1888
42594874453,4150
42943683082,5288
42943683082,2049
42943683082,1533
43140374194,1533
42936534045,4099
42798679154,2102
42798679154,1999
42805347255,8270
42914053213,8619
42907239014,8373
42918074372,8344
42669315710,2901
42839027250,4150
42756044562,3953
44021921715,1845
45248161894,4177
43142387228,8296
45248161894,1236
45248161894,6589
42939173690,3920
45248161894,4231
45248161894,5236
42939193944,6936
43142387228,8601
45235579904,2584
43005646637,4785
45235579904,1088
43152522665,2086
43160873352,5045
43139648515,4863
43428071280,5841
42910351911,6480
43150350671,5275
43139648515,4898
42907716426,6981
43179569562,8125
43156163470,5340
42998469928,3234
43139929243,7369
43089618480,4365
43520131229,5481
43538312292,6098
44224627789,5425
44224627789,4219
43520758402,8663
43515571491,8663
44224627789,1145
44224627789,4216
44224627789,4200
43520915981,3860
44224627789,6895
43682994749,942
43570902426,4001
43572625981,4001
45296999059,5332
43737162787,6904
43665320865,780
43572765089,8549
43574152256,1307
43665320865,6862
43585300344,8576
43717855781,5748
43737162787,3908
43665320865,1147
43566328862,8998
43571228517,2932
43577373605,8223
43583080449,2900
43690997113,2900
43856836751,4411
43564903578,4780
43560732310,2510
43567228584,7843
43560732310,6470
43726145706,8318
43568833188,2932
43772326483,4677
43691938477,6915
43580482158,6915
43790566311,6081
43790566311,3621
43569611616,4005
43682970381,653
43565557553,1355
43979508140,6261
43979508140,6427
43987854913,8696
43565077078,8367
43682970381,827
43567257168,9014
43853729371,7460
43854062959,7591
43675258625,8566
43724763392,6132
44870782295,1871
44870782295,6558
43615679360,7029
44870782295,2888
43640548444,7598
44870782295,6059
44009593380,4086
44143788982,1001
44143788982,5331
43680666462,6271
43976565146,6271
43976565146,8591
43977802921,8591
44143788982,629
43720635493,7770
43727993357,3087
43982720326,116
44143788982,961
43845230596,7306
43692401427,4039
44156569212,7222
44331487399,1729
43852382549,4417
43799985546,6492
43800290978,6492
43789931692,6101
43982168711,6656
43866488895,7314
43781123922,7819
43852231711,3264
43857779839,1763
43852231711,2330
43852501379,4918
43966481477,7606
44616587846,8873
43779735962,8964
43852231711,6663
43855287854,8684
43866794083,2657
44037692044,9064
44021146206,989
44223713127,3488
43856858975,6146
44608193170,5398
44223713127,2999
44341228082,2999
44420017705,7412
44229356367,7576
44370759787,462
44675234962,1576
44390949435,5975
44331950104,9141
44297055125,6204
45139594849,6589
44335125013,2968
44494519940,1154
44717267304,4470
44392367693,7325
44387512200,7886
44377841025,1579
44394722599,3271
45140994105,4229
44370403692,6427
44393763402,9074
44393763402,9179
44384820868,8344
44370859577,8344
45140994105,4223
45172829737,6589
45058127459,1196
44384868703,8820
44376432033,5662
44393889825,3248
44379573338,6745
44392821878,8772
44385288762,8768
45146603373,7116
44375242424,8592
45171923867,3240
44675860322,6745
44390522134,7548
44392396917,7093
44390188327,5152
44419829146,7369
44385703964,8845
44391648930,6480
44397068564,961
44391648930,4715
44375692921,3640
44371729580,7476
44374791987,7213
44465175308,4293
44791656097,5937
44374791987,5866
44396692625,3365
44473969706,3933
44421883533,8331
44426848532,8331
44518301597,4432
45067888801,7235
45083961176,1824
44478270092,8985
44378670636,8805
45067888801,4405
45067888801,7539
45067888801,2304
45067888801,3270
45067888801,5288
44421883533,8250
44371376155,7997
45067888801,1631
44976063844,7576
44600829266,2484
44474421802,5811
44475807046,2976
45084747857,1196
44877696550,5414
44480597513,9012
44462894248,2447
45084747857,1519
44483386254,7297
44462787927,8845
45146325141,753
44568413877,1113
44689172045,519
44570258444,1588
44532001539,558
44474771760,8557
44652369820,7061
45051877270,6538
44603518796,4256
44584882213,512
45170420259,3691
44570438836,3618
45148613674,4260
44574860860,1567
44615418113,7491
44610672951,2799
45048038010,3408
44608349728,9063
44610672951,2006
44625288801,8978
44630858163,6059
44623514960,9066
44891513106,9064
45064633095,6329
45294299424,2455
45287667606,530
45121201720,9335
45117329585,9335
45220532092,5498
45287667606,8573
45168198809,7750
45135168023,7095
45117378128,9578
45176841787,4906
45133014322,7581
45133014322,7580
45149258871,8982
45127904850,9222
45117387034,7635
45237157139,3433
45240707491,8953
45255589913,9214
45221610099,9387
45241949353,5835
45231496777,2195
45242887214,2422
45256838437,2422
45231496777,2422
45231496777,3924
45242109353,9374
45296208128,5281
45288977247,8199
45213166689,8199
45218802563,7720
45231496777,2319
45273332748,6335
45299634854,8901
45231496777,3914
45290405974,6433
45231816763,2006
2285675657,505
2285672751,505
2285616968,505
2285672751,588
2285616968,708
2285672751,1143
2285616968,569
2285672751,569
2285605919,881
2285635871,499
2285635871,218
2285635871,1214
2285635871,229
2285605919,489
2285667087,1169
2285667087,1351
2285666372,1348
2285650272,1096
2285650272,1175
2285643550,746
2285616962,1290
2285643550,522
2285616962,1108
2285616962,309
2285616962,310
2285643550,1012
2285656459,621
2285656459,829
2285656459,1124
2285657700,10
2285657700,173
2285657700,113
2285635867,368
2285598055,317
2285635867,940
2285598055,490
2285635867,672
2285635867,671
2285613172,815
2285661246,1045
2285656469,612
2285656469,346
2285661246,829
2285656469,939
2285663918,939
2285671271,1010
2285646623,128
2285646623,99
2285646623,31
2285646623,358
2285646623,465
2285661777,939
2285646623,534
2285608358,1313
2285661243,1136
2285661243,205
2285611701,946
2285666365,1103
2285611701,1389
2285603463,981
2285661243,501
2285661243,229
2285661243,1313
2285675660,1335
2285675660,113
2285608361,933
2285675660,982
2285652021,1302
2285616958,1220
2285652021,469
2285611699,442
2285665568,1068
2285649832,1228
2285659278,516
2285654701,1245
2285665043,339
2285665043,193
2285665574,1375
2285665574,1406
2285665574,1382
2285603133,724
2285649456,1102
2285649456,801
2285611695,523
2285666364,595
2285608366,595
2285666364,656
2285608366,656
2285613963,984
2285665578,1520
2285667083,1392
2285600429,1068
2285640755,1424
2285640755,861
2285671267,132
2285667601,1040
2285667601,1121
2285651095,555
2285651095,827
2285646218,1429
2285646218,438
2285649176,563
2285649823,518
2285656447,593
2285649176,593
2285661330,1108
2285666597,555
2285661330,495
2285600426,566
2285608354,792
2285664160,847
2285613157,1010
2285613164,778
2285665045,1290
2285613164,1374
2285635856,438
2285667079,847
2285667079,49
2285667079,113
2285667079,420
2285654383,1196
2285667079,724
2285654383,1154
2285646208,353
2285657693,990
2285657693,104
2285657693,901
2285657693,724
2285657693,840
2285656454,1309
2285656449,132
2285656454,910
2285646613,1302
2285665037,1170
2285654691,1537
2285654691,90
2285644832,22
2285644832,880
2285665827,1302
2285644832,1302
2285644832,1537
2285665827,90
2285665827,173
2285665827,1536
2285665827,634
2285665827,460
2285644832,116
2285644832,137
2285644832,583
2285662776,1132
2285662776,1375
2285613961,1295
2285598036,1046
2285598036,988
2285598036,883
2285613961,1192
2285652020,961
2285650573,1225
2285665572,1522
2285605911,658
2285653338,1250
2285654391,661
2285654391,127
2285654391,1016
2285666587,1086
2285635853,1339
2285654391,878
2285654391,954
2285598058,1256
2285666587,961
2285603451,1096
2285661761,1257
