IDOcorrencia,IDLocal
2285635874,536
2285655475,580
2285613978,379
2285613978,617
2285613978,633
2285613978,533
2285613978,386
2285663920,617
2285663920,616
2285663920,664
2285599627,733
2285646221,421
2285646221,274
2285646221,24
2285603127,851
2285663929,651
2285610869,61
2285645707,164
2285645707,137
2285665835,663
2285654694,295
2285654694,699
2285661768,86
2285603135,254
2285646213,507
2285646213,624
2285600439,415
2285600439,351
2285646213,181
2285607290,194
2285607290,181
2285664000,248
2285664000,501
2285668880,559
2285668880,847
2285668880,418
2285668880,194
2285668880,945
2285668880,864
2285668880,92
2285611778,400
2285611778,734
2285600427,836
2285663919,789
2285660302,586
2285650282,572
2285660302,421
2285650282,47
2285660302,1005
2285660302,617
2285650282,118
2285660302,770
2285660302,472
2285660302,159
2285660302,505
2285660302,1069
2285606300,976
2285649473,1010
2285598045,384
2285649473,351
2285598045,386
2285649473,402
2285654692,1010
2285654692,1330
2285607299,757
2285646620,888
2285646620,680
2285635868,957
2285662778,391
2285662778,132
2285662778,351
2285662778,585
2285662778,278
2285662778,402
2285662778,137
2285655462,128
2285655462,90
2285655462,50
2285655465,675
2285655465,1020
2285655465,1457
2285655470,936
2285667093,976
2285667093,1008
2285653340,1010
2285660284,1010
2285645719,663
2285645719,132
2285645719,697
2285645719,619
2285660284,402
2285666593,101
2285666593,177
2285666593,850
2285666593,380
2285666593,403
2285666593,864
2285666593,984
2285666593,24
2285655149,507
2285655149,421
2285646621,736
2285650285,383
2285646224,132
2285646224,124
2285655149,126
2285650285,1089
2285646621,888
2285655149,826
2285646621,386
2285667604,970
2285646621,25
2285646621,1071
2285646224,1071
2285610872,161
2285610872,184
2285610872,190
2285610872,213
2285644851,964
2285667099,580
2285616961,1052
2285616961,698
2285616961,314
2285616961,260
2285649187,843
2285668881,239
2285618016,795
2285613162,586
2285613162,816
2285613162,617
2285668877,248
2285668877,508
2285618014,405
2285618014,804
2285603882,1243
2285618014,645
2285645715,406
2285661772,799
2285661772,865
2285661772,1022
2285616963,1304
2285661772,823
2285661772,971
2285616963,241
2285652029,819
2285666604,1247
2285652029,449
2285666604,773
2285646215,892
2285656466,795
2285656466,780
2285651112,177
2285600433,1230
2285651112,1089
2285651112,159
2285651112,1069
2285657703,118
2285662789,177
2285672752,675
2285670828,842
2285672752,1236
2285665580,717
2285603119,60
2285618024,776
2285618024,585
2285645710,335
2285649468,507
2285649468,1264
2285649468,1090
2285649468,747
2285649468,882
2285664001,132
2285650586,437
2285655150,514
2285664001,385
2285603457,536
2285651106,942
2285668871,942
2285668871,960
2285668871,1181
2285668871,749
2285651106,749
2285668871,104
2285668871,107
2285668871,134
2285668871,113
2285668871,850
2285653140,655
2285668871,36
2285668871,1342
2285668871,505
2285668871,891
2285668871,381
2285600437,926
2285600437,280
2285607298,177
2285611702,661
2285607298,942
2285607298,850
2285611702,27
2285610881,921
2285610881,1153
2285602352,1161
2285656456,796
2285672079,1165
2285672079,409
2285653344,836
2285660491,498
2285650592,372
2285665566,427
2285606296,669
2285665566,237
2285665566,372
2285665566,294
2285665566,436
2285665566,1299
2285663147,1089
2285670830,869
2285654690,496
2285654690,1264
2285646225,1089
2285654690,1536
2285654690,1116
2285656461,1005
2285666365,814
2285611701,749
2285666365,971
2285611701,1127
2285661243,1214
2285666365,856
2285675660,661
2285675660,379
2285675660,581
2285675660,770
2285653342,1226
2285652021,218
2285616958,1275
2285611699,437
2285667096,318
2285602358,221
2285649832,221
2285613974,1388
2285654701,1243
2285613974,244
2285613974,251
2285613974,440
2285613974,741
2285599622,1333
2285603876,344
2285603133,617
2285665574,1396
2285603133,380
2285603133,1342
2285665574,1372
2285665574,1381
2285665046,1270
2285665046,851
2285655466,749
2285655466,734
2285655466,24
2285650278,212
2285670914,257
2285654695,369
2285654695,672
2285654695,670
2285654695,685
2285644843,780
2285664162,421
2285644845,1039
2285664162,104
2285600432,733
2285651109,109
2285651109,579
2285651109,714
2285662787,505
2285667610,381
2285665044,1539
2285655461,799
2285655461,971
2285650286,373
2285650286,248
2285655461,1506
2285655461,768
2285650286,629
2285650286,207
2285655461,892
2285650286,190
2285650286,213
2285650286,491
2285670841,118
2285649830,749
2285649470,1090
2285651110,968
2285651110,1124
2285651110,725
2285598052,1033
2285658806,1448
2285598053,126
2285598053,410
2285608359,1180
2285665047,1426
2285665047,1250
2285665040,624
2285600436,1233
2285611426,239
2285603124,1161
2285663146,382
2285610868,391
2285658805,462
2285610868,278
2285672756,78
2285606799,462
2285599624,93
2285603468,799
2285650281,799
2285602364,445
2285603468,814
2285602364,1052
2285650281,971
2285602364,408
2285662481,725
2285650281,856
2285645696,1142
2285645696,1105
2285603451,795
2285603451,280
2285675656,448
2285666355,1161
2285671263,514
2285603112,1606
2285613954,1457
2285652018,379
2285652018,624
2285652018,376
2285652018,601
2285652018,882
2285665825,507
2285665825,816
2285665825,1268
2285665825,1475
2285665825,34
2285665825,379
2285665825,124
2285665825,28
2285665825,1016
2285665825,681
2285665825,376
2285665825,857
2285665825,1567
2285665825,494
2285665825,878
2285665825,419
2285665825,601
2285665825,116
2285665825,626
2285665825,1441
2285665825,724
2285665825,534
2285665825,569
2285665825,882
2285664686,1303
2285649815,559
2285649815,1336
2285649815,795
2285653325,400
2285664690,1341
2285659965,1464
2285664690,118
2285664690,616
2285655131,1320
2285664690,997
2285655131,351
2285661325,512
2285655131,1003
2285655131,536
2285603118,379
2285603118,581
2285603118,857
2285603118,1342
2285603118,1337
2285661318,477
2285659955,1367
2285600419,1169
2285650271,1226
2285665550,1365
2285665550,1396
2285650578,1396
2285659955,1384
2285655123,27
2285650578,1372
2285659955,1381
2285665550,1381
2285613953,1319
2285654386,1001
2285654386,619
2285606285,1320
2285606285,351
2285606285,1003
2285660475,1172
2285660475,177
2285660475,1065
2285653322,1651
2285660475,384
2285660475,864
2285660475,92
2285660475,386
2285653138,1413
2285600416,421
2285670826,1397
2285611686,288
2285671265,1549
2285671265,1534
2285646205,680
2285643538,100
2285666588,1121
2285666348,951
2285666348,314
2285666348,260
2285666348,703
2285640750,294
2285640750,1299
2285666348,834
2285640750,408
2285666348,169
2285657687,1010
2285653326,823
2285657687,1189
2285657687,730
2285657687,536
2285661316,850
2285661316,1127
2285603448,780
2285603448,917
2285603448,967
2285661315,676
2285675652,1607
2285661762,734
2285661765,402
2285635855,823
2285598040,1510
2285635855,1506
2285667073,968
2285644838,1518
2285649819,1477
2285664161,118
2285654380,1170
2285654380,1353
2285654380,1523
2285654380,1594
2285654380,898
2285654380,402
2285649814,177
2285656451,745
2285667588,1353
2285649814,850
2285661324,734
2285667588,532
2285611690,1055
2285599612,107
2285605912,107
2285653127,437
2285653127,454
2285654683,1054
2285660280,1239
2285664685,821
2285662769,1639
2285599607,1448
2285660476,1669
2285660476,698
2285660476,237
2285659272,468
2285672748,970
2285649453,525
2285649453,270
2285651093,1214
2285649453,169
2285600421,1596
2285662475,651
2285662475,1089
2285659964,1016
2285662475,134
2285656446,162
2285618002,1376
2285618002,1396
2285656446,1594
2285618002,1372
2285665824,559
2285665824,1202
2285665824,1090
2285665824,538
2285665824,107
2285665826,929
2285665824,109
2285665824,172
2285665824,380
2285665824,1261
2285665824,57
2285603116,1477
2285603116,379
2285603116,1459
2285649178,795
2285662471,1603
2285603116,1356
2285603116,172
2285672071,380
2285651096,971
2285611688,1170
2285651096,824
2285656452,859
2285613159,1226
2285656452,408
2285613159,719
2285665032,899
2285660279,472
2285651086,115
2285645693,1408
2285651086,618
2285651086,443
2285651086,1261
2285650569,1356
2285664154,865
2285664154,1022
2285655127,1270
2285655127,1175
2285655459,1670
2285666586,1172
2285653124,138
2285650267,833
2285650267,1596
2285618009,649
2285605906,1654
2285653124,937
2285653124,936
2285665025,1157
2285665025,898
2285665025,402
2285649163,804
2285618008,1264
2285618008,650
2285605910,1743
2285618008,75
2285618008,734
2285618008,27
2285618008,891
2285618008,883
2285640752,846
2285598022,1115
2285671255,1865
2285661321,1787
2285661321,1607
2285661321,1865
2285661321,1851
2285661321,1670
2285662384,1033
2285652009,747
2285659258,942
2285654372,1607
2285655121,1506
2285659258,1138
2285659258,159
2285608344,1037
2285610854,747
2285658795,1157
2285658795,248
2285658795,424
2285667082,1701
2285658795,137
2285608341,1474
2285603452,1332
2285603452,734
2285613152,601
2285603452,984
2285670824,1432
2285613952,1858
2285646604,157
2285662466,85
2285662466,1393
2285662466,288
2285662466,618
2285613952,1857
2285662466,1346
2285662466,949
2285664155,50
2285662466,1316
2285662473,1489
2285655128,314
2285652663,361
2285667590,1303
2285655128,859
2285667590,1430
2285667590,431
2285645689,1596
2285607284,980
2285645689,1083
2285608343,1381
2285611684,1713
2285658793,1336
2285611684,1090
2285611684,472
2285611684,52
2285611684,24
2285607275,1299
2285671262,431
2285664953,496
2285664953,65
2285665816,1647
2285667595,1534
2285667595,1556
2285667595,1546
2285649448,1858
2285649448,1857
2285649448,1854
2285637003,1217
2285649167,1430
2285667591,720
2285662392,865
2285662767,795
2285667591,917
2285664676,559
2285649804,1521
2285603863,1052
2285603863,951
2285649804,1916
2285666583,1336
2285663899,1546
2285610850,64
2285606264,1386
2285610850,561
2285610850,560
2285600413,64
2285666571,1539
2285600413,960
2285666571,1435
2285666571,1764
2285600413,968
2285611675,218
2285654374,1639
2285670804,1539
2285606270,1332
2285651993,1408
2285655113,182
2285610849,898
2285610849,1533
2285655116,1702
2285603444,1546
2285655110,1680
2285661214,1270
2285636997,1116
2285659954,892
2285603442,391
2285661216,635
2285661216,1415
2285661216,1124
2285661216,793
2285661216,1994
2285661216,1071
2285644820,635
2285611676,1039
2285653113,721
2285611676,1408
2285605901,1032
2285611676,1075
2285661754,1534
2285611674,1916
2285611674,1887
2285661754,1546
2285664668,1397
2285664668,1115
2285664668,1270
2285666568,1250
2285664668,761
2285662389,536
2285662389,402
2285664668,957
2285616934,688
2285616934,237
2285616934,672
2285637002,1397
2285637002,1115
2285637002,761
2285666993,60
2285653313,1581
2285660474,1264
2285660474,189
2285660474,118
2285660474,1116
2285660474,734
2285660474,1337
2285652651,688
2285643956,1374
2285643941,672
2285646594,1916
2285652651,670
2285643956,1994
2285643956,957
2285660262,942
2285660262,1356
2285616945,1887
2285603850,1292
2285598030,661
2285598030,118
2285603850,997
2285598030,1261
2285598030,734
2285598030,1143
2285662391,241
2285649160,1299
2285649160,370
2285664147,1365
2285664147,1450
2285663902,1787
2285663902,1607
2285646198,618
2285663902,1851
2285663902,1670
2285607271,847
2285607271,976
2285607271,960
2285607271,842
2285607271,1016
2285607271,181
2285607271,1992
2285665548,412
2285658781,1863
2285658787,982
2285646596,1240
2285661745,1521
2285649807,1772
2285657673,505
2285598027,967
2285661745,1887
2285661745,1557
2285611393,1010
2285611393,776
2285611393,352
2285611393,211
2285611393,395
2285611393,351
2285611393,137
2285666579,360
2285606776,1407
2285662388,846
2285652002,2065
2285662388,1760
2285652002,1701
2285662388,725
2285650261,1892
2285661751,720
2285646608,1397
2285664665,1618
2285663900,1920
2285646608,2143
2285646608,280
2285664665,725
2285660269,936
2285657677,507
2285643532,1465
2285657677,2117
2285657677,1342
2285613144,237
2285613144,1299
2285613945,1524
2285662387,643
2285664669,643
2285666574,341
2285666574,1320
2285664669,655
2285662387,655
2285662387,783
2285666574,578
2285651073,421
2285651073,1764
2285606274,183
2285651073,505
2285606274,543
2285654363,1732
2285605903,1419
2285645688,1639
2285663909,670
2285651079,519
2285606260,54
2285653320,237
2285603434,852
2285653320,169
2285653116,826
2285659260,2168
2285649440,1549
2285659260,836
2285649440,1534
2285649440,1546
2285661304,336
2285661304,1170
2285661304,876
2285661304,351
2285661304,1121
2285670817,458
2285616932,1564
2285616932,1325
2285671243,828
2285660265,1463
2285640737,1781
2285661303,1362
2285640737,1448
2285661217,1557
2285659252,64
2285659252,942
2285611396,1090
2285659252,842
2285611396,288
2285659252,280
2285649435,2106
2285657672,1127
2285600400,163
2285600400,262
2285611403,1944
2285603426,72
2285643534,2058
2285603426,1202
2285643534,921
2285603426,2090
2285603426,1090
2285603426,130
2285603426,1566
2285661210,170
2285602330,2277
2285602330,1957
2285646595,1308
2285652646,2277
2285646595,425
2285640733,823
2285603428,1743
2285664141,1116
2285664141,400
2285664141,75
2285643057,1236
2511133719,1602
2285672722,932
2285664946,1534
2285664946,1556
2285606259,957
2285606259,964
2285599592,1750
2285658776,612
2285599592,1736
2285647177,1916
2285647177,1887
2285649436,2017
2285640726,1958
2285664139,1236
2285649436,1701
2285664139,967
2285665805,1656
2285654670,280
2285651989,1887
2285613135,1745
2285643050,11
2285643050,1116
2285610844,1957
2285643050,27
2285610844,385
2285613134,263
2285613134,912
2285672724,1399
2285664945,129
2285664945,809
2285664945,1835
2285664945,504
2294952961,1957
2285664945,73
2285634560,1857
2285664945,564
2285664945,385
2285664945,46
2285649154,2184
2285635768,957
18974780435,3438
2355484194,2170
18974780435,885
2285659943,2195
2285603844,1121
2285664661,2182
2285603843,1010
2285603843,1604
2285603843,2053
2285603843,1004
2330130605,1115
2285665545,2227
2285657671,1612
2285603843,230
2285665545,1639
2285665545,2034
2285603843,187
2285603843,1523
2285603843,208
2285603843,217
2285603843,424
2285603843,402
2285603843,382
2285603843,137
2285603843,190
2285661212,142
2285663892,823
2285656429,998
2285640304,747
2285640304,431
2285651990,2206
2285653109,247
2295074145,212
2285671240,1713
2303036178,1487
2412603153,1089
2303036178,993
2290452561,1880
2290452561,1916
2289229745,2186
2290354192,1425
2296246104,2260
2345885774,1171
2311467946,360
2311467946,235
2311467946,1084
2301440421,1090
2336451628,1093
2301440421,2117
2392303189,670
2439965798,1663
2439965798,1495
2399882288,2283
2423542664,1202
2400963168,1292
2423542664,2362
2423542664,2177
2412320278,1599
2423542664,2201
2401513542,2182
2412158635,496
2412158635,421
2403825422,2090
2412158635,1539
2403442013,2488
2403377183,172
2403377183,1465
2403377183,75
2403442013,734
2412158635,181
2416991567,1349
2403442013,984
2412650042,856
2408747854,118
2422542463,1701
2416739750,943
2416739750,1968
2430940810,1539
2416739750,1086
2415888659,2215
2416739750,2048
2416739750,385
2416739750,732
2445995095,786
2423457719,641
2443442008,675
2443442008,1958
2509792345,1093
2443442008,932
2432423608,1880
2451625076,2379
2432423608,1916
2432423608,1887
2451625076,2514
2447084585,828
2451375981,2114
2446540838,882
2443425665,118
2443425665,12
2445533354,1916
2438310486,892
2445533354,1887
2473254797,1938
2447074562,970
2446289509,970
2444097432,1548
2448311203,2004
2442676084,1573
2446481841,1858
2534184339,2544
2446481841,1857
2449956248,2239
2448003680,1887
2448487025,1318
2448487025,1448
2454463566,1372
2448487025,1701
2454463566,1381
2459127340,2061
2457130673,1787
2467416141,1996
2463111175,1745
2461379178,2076
2461379178,1124
2466855060,2452
2463111175,1974
2466243951,1386
2466243951,672
2462935992,1312
2466243951,1762
2466243951,702
2466243951,2526
2466243951,685
2475056771,663
2475451564,1940
2475451564,1448
2481938725,1368
2487731983,1161
2487731983,1894
2486677276,2053
2486677276,1170
2486677276,187
2486677276,208
2486677276,190
2486677276,2518
2493515524,138
2493515524,2168
2514009913,637
2489799299,827
2583471741,385
2579550561,2762
2592623942,1236
2592623942,967
2592667570,2184
2596263797,675
2601088900,1837
2594404781,1353
2594404781,1210
2596263797,932
2594534661,1440
2603307576,2440
2594404781,1026
2598248027,75
2596263797,780
2596263797,1236
2594404781,184
2594404781,502
2594404781,2632
2594534661,1557
2596964153,1010
2595459768,2626
2628527544,2613
2615364633,736
2604357403,2227
2604357403,1639
2604357403,2434
2604357403,2034
2615364633,512
2605327456,1929
2704798046,2076
2627958363,661
2625929605,449
2635163471,1764
2635163471,73
2625929605,702
2652194854,2357
2625929605,2182
2618168109,1546
2633941595,1413
2622775814,736
2633941595,581
2622775814,1116
2622775814,2164
2633941595,882
2673413506,2544
2627989166,2315
2629846870,2756
2632582465,2418
2633537601,2192
2671901602,2076
2636779110,2246
2635088131,942
2635088131,813
2635088131,118
2635088131,747
2638932577,1333
2635088131,967
2635088131,891
2654712628,2519
2643410800,1850
2661947176,2529
2675906928,732
2699638277,2927
2699638277,2859
2650211165,11
2650232489,1466
2650211165,1536
2660278450,2227
2660278450,2434
2660278450,2034
2660438912,2416
2669007368,945
2669007368,864
2663296075,2631
2670656028,1532
2669276699,2784
2664606496,2762
2664606496,1751
2681333156,623
2663296075,1701
2681281101,2300
2670656028,1929
2680981253,1713
2688830338,1304
2680981253,991
2679269138,846
2680981253,2122
2680981253,1089
2688830338,1303
2676734525,1702
2680981253,159
2687051436,619
2680981253,2154
2687051436,2093
2768896581,2174
2688052260,764
2752495642,2193
2752495642,2346
2752495642,2056
2786551667,2604
2759146125,2690
2765784869,2310
2800311814,1651
2761338283,1926
2765784869,2132
2765784869,514
2769535860,2909
2766196885,110
2800305581,2065
2797657398,1298
2800305581,1656
2784548771,1669
2784548771,1299
3005694084,3134
2784548771,1668
2789462625,1217
2789462625,1568
2789459115,1568
2776465284,2486
2797791896,932
2789462625,1950
2789273602,1239
2780004729,2447
2800800598,2514
2778436486,882
2784435570,2310
2836463476,2890
2785125274,1992
2819897434,736
2819897434,112
2795754673,1858
2819897434,580
2785921930,2584
2790691364,2899
2819897434,2708
2785921930,376
2811793804,2440
2819897434,2164
2805916298,1892
2807433244,132
2806567713,1767
2807433244,1239
2824989829,1940
2794598715,2681
2794598715,702
2811662098,823
2803258734,2771
2802527757,2613
2803786670,1878
2823540623,1127
2815071546,2187
2830502250,139
2821367870,1152
2830669590,1916
2830502250,2186
2830488970,2364
2819897615,891
2819897615,2099
2878255375,2631
2823541016,2899
2842338471,1312
2823541016,2448
2827585630,2808
2874220883,280
2826208017,1769
2843246885,2951
2823446076,2858
2828654850,2728
2843311186,3077
17126542863,764
2827719958,2344
2863525271,1730
2829006106,2667
2888462952,1757
2835911252,564
2836191378,2357
2856057010,736
2856057010,129
2856057010,809
2838095521,3089
2856057010,1835
2857203489,2078
2867136413,1764
2837352234,2789
2837352234,2791
2867136413,1071
2857362274,3001
2848119407,1721
2857415937,3192
2843175810,2899
2843175810,2324
2843175810,2732
2844653148,2095
2853157127,2660
2866561148,1099
2855284618,809
2857428361,2065
2857428361,1557
2874353270,970
2968019234,2421
2968019234,1304
2968740753,823
2968019234,2840
2968019234,3186
2968019234,2089
2968019234,1026
2968019234,2131
2972082602,496
2971441080,49
2971758875,2146
2972082602,2321
2971829136,1549
2972082091,187
2970402364,3002
2972082091,208
2972082091,184
2971829136,1547
2972082091,190
2985150347,1487
2985150347,1489
2978344792,1093
2978344792,1240
2998802232,3254
3064287514,3192
2981333014,2530
2996068486,2518
2987931259,2253
2998774345,23
2987931259,3555
2987931259,3011
2986767011,984
2996046170,129
2988400521,1787
2988400521,1607
2991305284,3120
2996046170,12
2996046170,1532
2988400521,1865
2991305284,2950
2988400521,3468
2988400521,3222
2996046170,891
2988400521,1670
2989365392,1547
2989365392,1546
2993651875,2771
2995791678,2471
3005916582,3523
20046464561,1026
20046464561,1337
20046464561,114
3005581922,1772
3014506934,3174
3035352592,1304
3035352592,241
3060647007,1397
3067101109,1835
3067101109,1093
3067101109,1946
3060647007,2143
3067101109,280
3067101109,382
3134559492,1996
3033746744,309
3056183334,2106
3033746744,836
3059727888,3475
3031225887,3210
3038359145,341
3031956286,1787
2913923481,1880
3031225887,384
3067819627,1353
3031225887,621
3030242427,1751
3031179813,2109
3038359145,1003
3037524649,3622
3034756952,3082
3041516605,1226
3049737265,2704
3049737265,1532
3049737265,2325
3049737265,1523
3067101799,2618
3067101799,2603
3049737265,182
3049064327,2566
3053452956,1312
3049064327,2379
3083347585,1189
3067902362,3232
3054810400,3577
3083347621,118
3083347748,949
3071012904,3082
3077935750,1766
3135208232,3726
3072101167,2894
3162867566,2196
3165113940,2321
3139354785,2924
3163046556,2546
3173741210,2766
3267859505,773
3267859505,1323
3172866626,2681
3267859505,280
19186867853,371
3168852890,2981
19186867853,1523
19186867853,747
3169557258,604
3178085689,2769
19186867853,2108
19186867853,1274
3170776152,425
3179882017,3862
3171117678,3640
3173491355,2005
3176336443,2763
3172923700,1568
3180044653,454
3176432163,3240
3179826009,1071
3175724660,1202
3251902076,2120
3400555852,2282
3400555852,2755
3400555852,2394
3400555852,2381
3229175085,1940
3180784555,14
3179883339,1634
3273398141,2366
3273398141,1236
3183283234,2656
3208135276,1772
3229160266,2386
3297238186,3262
3520715673,1557
3294407547,1001
3384721511,1732
3294407547,3549
3456042028,2929
3520712497,2929
3241406010,1518
3241405466,3469
3243862679,2191
3255476266,172
3315970658,885
3267848259,2953
3267872662,3078
3253814534,3254
3253814534,2366
3267867014,2344
3297234990,734
3267867014,1448
3267867014,2663
3412568342,2293
3459258387,1968
3459258387,1180
3324357168,3798
3400562079,3475
3411519078,2884
3400510537,3079
3411822157,3849
3400537253,1649
3400537253,1566
3420993087,834
3400537253,2386
3400537253,1075
3400537253,1950
3530457700,2331
3530457700,2982
3530457700,1069
3433235004,2061
3421150268,1713
3435617280,3581
3421150268,2584
3422278519,3734
3421150268,1016
3421150268,1581
3435617280,3259
3435617280,1318
3421150268,945
3421150268,2938
3435617280,2762
3421150268,601
3421150268,92
3435617280,3815
3435617410,3011
3435617280,1739
3435617280,2991
3827200830,1399
3437299629,773
3435621141,850
3435617917,280
3635166521,280
3889704214,3792
15990684544,3921
3936448867,2148
3918171937,3628
4051455146,3589
4153007365,2879
15808035655,4013
4058301336,604
15808035655,3064
3932005637,3884
3923896172,3781
4096967940,3578
4096967940,2771
3916262174,4375
3923896172,1250
15695021078,2771
3941568294,2771
4061776798,3102
4059271956,3644
16114450272,2396
3965294631,3270
4100054652,2310
4100054652,2132
4085625887,2808
15659344295,2093
4107429809,4166
15632514975,2669
4223768935,2669
4101601632,1518
4153631330,2310
4130237006,2379
4136480853,3855
4207894277,3807
15748539719,2231
15748539719,472
15748539719,505
4126899458,2861
4264447369,1089
4172899680,1189
15931338394,3559
4172588339,3563
4172588339,1304
4264455815,1342
4204950426,2413
4172588339,4150
4273981710,2951
4252634650,2902
4207606186,3993
4208833954,2074
4259221408,2023
4263975197,771
15644384677,2618
15634999841,3883
15766397053,3858
15766397053,341
4260703130,2292
15766397053,1957
15766397053,351
15630721843,543
4277227143,2419
15656243993,1003
15633917723,502
15750330718,2331
4275956851,3277
15670757759,449
15957040683,2863
15758817114,3212
15754019247,2310
15766395911,1532
15729816075,2106
15739792802,2262
15760510006,1528
15793930549,2106
15760510006,2759
16228359580,3702
15806453689,109
15769570464,3455
15990827143,4473
15760510006,734
15806453689,714
22083210752,3957
15943119209,2421
15987732267,1556
15943119209,2641
15943119209,2769
15988489300,3254
15766722880,2927
15856253484,1929
15849795242,4110
15959527750,997
15861255845,4451
16198356153,3648
15821865326,4592
15893762592,4270
16169276546,3862
16131505920,2324
15861897035,3199
15991803735,1656
16200081075,4327
15866202505,4327
16887916106,4497
16802745909,3884
17184473195,90
16830249013,3083
16862751503,2161
16910045818,2838
16810057302,770
16841901698,3620
16859115377,2048
16864381036,3716
16831662139,1236
16820032635,585
16796174692,2861
16845004595,3966
16911935013,3610
16909722120,3959
16905895237,3395
16974314074,1236
17623316137,3519
17623316137,2300
16974314074,3573
16913862825,2954
16912107786,3084
16987658596,2745
16948464559,115
16976902053,3084
17309034543,4330
17276940631,3318
17426555733,3724
16984724296,1082
16959465392,4534
16985670537,3443
17008814452,3002
17168558486,2536
17070271145,3633
17037683218,2362
17037518936,2894
17154807962,59
17035014444,1962
17131580088,2706
17081711431,4666
17176294055,1772
17067029685,1169
17245632940,1005
17067029685,995
17070588827,2999
17245632940,680
17158834070,3940
17148325433,2881
17070588827,1548
17176294055,3605
17136498202,3733
17148508004,2951
17627431011,1612
17146224153,3702
17201783871,2885
17550410126,2437
17613544476,2437
17148682783,3940
17164365439,3792
17386120056,1528
17391560869,726
17210767765,4631
18137914222,4150
17204855194,1450
17433711168,1450
17212578429,11
17206424956,3082
17954874153,3156
17718930207,2262
17200716381,4839
17212578429,882
17940192154,3887
17352398122,3922
17344892998,4270
17399050032,2929
17361100630,3205
17448425647,4708
17255396615,4592
17347272733,2085
17440380264,2095
17401373988,3911
17442102360,4200
17518880082,2529
17612302873,3463
17552968759,2308
17500089468,3354
17622912125,3792
17622912125,4437
17739569257,3469
17956958109,2626
17956958109,1083
17739569257,2042
17632059790,4407
17716077433,1236
17641892434,1011
17606493001,4673
17641907892,4503
17661400228,4503
18071687817,1887
18865389859,4111
19177865628,512
18848345114,4788
19010209099,4669
18849908314,4669
18983219268,4896
19203253153,288
19203253153,4195
19203253153,1950
19203253153,984
19089896043,4685
19029584181,4922
19085102157,4149
19085102157,3887
19064414846,2090
19124761618,3475
19213483525,3016
19146048835,3016
19150805760,3456
19169596964,3432
19085099307,4048
19110153309,4164
19280106305,61
19259549108,4475
19971524461,3628
19174708368,4819
19215345763,3270
19234707478,2895
19314505501,4503
19271335780,1857
19186590896,2201
19322959998,5248
19337143056,3841
19274251039,4567
19788845060,828
19272848560,2283
19337143056,3182
19406950771,1169
19377831234,5000
19330283558,2108
19354789470,4797
19620682333,4238
19620682333,3642
19328135739,3642
19321206806,4715
19378132290,2300
20064280159,2588
19383459696,361
19388195852,4678
19383459696,3724
19426690390,1660
19383459696,280
19383459696,4283
19384945288,3902
19407428205,4819
19770323755,1001
19422411547,4673
19758616720,4139
19386188326,3583
19512524855,2191
19770313027,1169
19789106309,4769
19770313027,2999
19789106309,4566
19770313027,836
19489985964,3367
19742694679,4623
19789106309,3628
19437289257,3148
19789106309,5323
19534505117,3542
19534505117,1169
21175394665,1408
19433805140,1606
19554811776,3643
20084368428,921
19628248640,4598
19662128753,1805
19621589805,1683
19791786611,4624
19491230215,3957
19751645558,874
19760158469,2529
19743925846,1099
19723722823,4921
19706624938,5069
19750391845,4443
19733003364,4641
20088445272,4922
19793436165,5242
20070183095,2463
20011427964,5267
19937973171,4444
19937973171,2191
19937973171,2282
20379728050,2705
20284310327,133
19795577676,2725
19937973171,2377
19937973171,5274
20655496452,5058
20670287406,1565
20717619026,5000
21151195221,1353
21151195221,4708
21811512406,1342
20795292499,5108
20668277257,1092
21151195221,2518
20702416785,4291
20712014138,3670
20721614131,5233
20739778850,11
20721322303,1539
20721322303,2308
20794366828,776
21066491428,2146
20773779822,4061
20781359475,2321
20773779822,4874
20882934278,712
20772357379,3878
20806566464,3182
20729477662,3182
20702449780,4791
20773779822,4597
20785017764,5124
20906397452,2310
20793212179,3608
20883769528,4926
20797788038,2148
20806722367,3056
20889378087,5223
20866611263,4861
20895241529,4932
21151561585,2979
20868167823,1865
20802632857,4190
21151561585,2954
21151561585,2364
21151561585,3359
21151561585,2207
20890150430,4583
20890152356,3407
20875850905,4778
20929119516,2772
20940925211,3841
20941700650,5346
21297023242,653
21081792286,1374
21080522101,2426
21297023242,351
21151191651,5200
21297023242,1121
20948166215,5444
21297023242,1636
20978352978,4711
21297023242,137
21022853250,3801
21543268920,177
21120302094,4794
20998869053,3807
20998869053,3792
21309514500,5014
20941556357,4791
20998869053,4635
21151569468,4177
21122300773,50
21297027631,1539
21122456883,2866
21297027631,5143
24172009239,864
21168611682,1532
21168611682,50
21070717269,50
21127716250,5056
21128479830,5622
21147240557,2258
21173730432,280
21173730432,3240
21181589256,2452
21147087278,4833
21195777712,1165
21195777712,4420
21195777712,476
21284785684,2184
21211306418,379
21195777712,1032
21284785684,2954
21180005261,587
21284785684,3002
21195777712,2182
21415745129,5442
21267627594,3683
21568187429,5090
21267627594,1536
21418348091,2315
21331947277,5095
21297027844,78
21303417704,3577
21852953626,4606
21846558011,3925
21846881942,5600
22013006885,3385
21847797079,4155
21844347942,4155
22123477098,2258
21972131602,998
22139112052,2924
21852972888,2924
21849366669,3179
22053961634,821
21861851164,5056
21926066186,5056
22009119569,580
22226584658,663
22226584658,4421
21846428687,2132
